dep,jour,taux_incid_glissant
40,2020-09-10,62.62455125139874
41,2020-09-10,25.0125825491482
42,2020-09-10,93.49619542404774
43,2020-09-10,45.834967673126165
44,2020-09-10,54.69207180665448
45,2020-09-10,81.56511297573547
46,2020-09-10,22.521742143376876
47,2020-09-10,65.38796861377507
48,2020-09-10,34.08226935479642
49,2020-09-10,74.76580530739164
50,2020-09-10,23.84499530233212
51,2020-09-10,55.15915455736995
52,2020-09-10,63.220088626292466
01,2020-09-11,75.34762654976367
02,2020-09-11,33.8370877293033
03,2020-09-11,29.277273893424685
04,2020-09-11,42.37365085322373
05,2020-09-11,50.086063376506104
06,2020-09-11,158.51457667065654
07,2020-09-11,31.510516252390058
08,2020-09-11,24.47925101023986
09,2020-09-11,41.33912518536989
10,2020-09-11,35.494519323539
11,2020-09-11,42.392777129365044
12,2020-09-11,73.64563874119844
13,2020-09-11,229.10154934776594
14,2020-09-11,63.923361385372544
15,2020-09-11,28.709273095209753
16,2020-09-11,29.86960767419151
17,2020-09-11,18.081226432589478
18,2020-09-11,31.71347215287243
19,2020-09-11,34.951068504094266
21,2020-09-11,105.83877227024166
22,2020-09-11,24.824467531944727
23,2020-09-11,14.621140448955018
24,2020-09-11,38.443362153611844
25,2020-09-11,49.494947622481455
26,2020-09-11,36.30705394190871
27,2020-09-11,56.268905436608414
28,2020-09-11,55.65581882750189
29,2020-09-11,24.157413678611533
2A,2020-09-11,84.34869875200867
2B,2020-09-11,89.98233273710893
30,2020-09-11,79.76292907646018
31,2020-09-11,158.1086916951893
32,2020-09-11,89.45485161018733
33,2020-09-11,149.0718973454795
34,2020-09-11,96.84180096841801
35,2020-09-11,93.0621131846003
36,2020-09-11,17.039776364448578
37,2020-09-11,65.74383032145099
38,2020-09-11,102.8475571531227
39,2020-09-11,24.045080647976143
40,2020-09-11,67.9646292650839
41,2020-09-11,23.487425076639163
42,2020-09-11,102.25737737287459
43,2020-09-11,51.123617789256116
44,2020-09-11,51.143349590192166
45,2020-09-11,77.31845538812986
46,2020-09-11,24.83166441449245
47,2020-09-11,65.38796861377507
48,2020-09-11,24.90627375927431
49,2020-09-11,75.37863977712436
50,2020-09-11,26.698242603465882
51,2020-09-11,67.75175897400425
52,2020-09-11,65.58345642540621
01,2020-09-12,75.80427883188347
02,2020-09-12,36.498431708012546
03,2020-09-12,30.18275659115947
04,2020-09-12,50.24304315453671
05,2020-09-12,47.96975083947064
06,2020-09-12,157.12491059814934
07,2020-09-12,32.734225621414915
08,2020-09-12,25.98566645702385
09,2020-09-12,38.05824223415006
10,2020-09-12,38.72129380749709
11,2020-09-12,40.78292483331321
12,2020-09-12,61.07199310245724
13,2020-09-12,235.49142306911534
14,2020-09-12,69.7082809677592
15,2020-09-12,30.109725441317543
16,2020-09-12,30.731230972485495
17,2020-09-12,17.463064845150523
18,2020-09-12,30.36396269955871
19,2020-09-12,36.61540509952733
21,2020-09-12,109.21660542780258
22,2020-09-12,23.482604422109876
23,2020-09-12,13.761073363722371
24,2020-09-12,38.93308651225658
25,2020-09-12,49.494947622481455
26,2020-09-12,37.84386045796834
27,2020-09-12,59.93137857153559
28,2020-09-12,54.72434068812947
29,2020-09-12,22.61310412838066
2A,2020-09-12,87.42711841449074
2B,2020-09-12,91.07967825829319
30,2020-09-12,78.42686661286788
31,2020-09-12,161.53497485607826
32,2020-09-12,90.50726162913071
33,2020-09-12,147.60260554412773
34,2020-09-12,97.94710686182403
35,2020-09-12,94.54075649239931
36,2020-09-12,18.42137985345792
37,2020-09-12,69.04754038785556
38,2020-09-12,102.92660984885914
39,2020-09-12,27.92331946216584
40,2020-09-12,66.99370598986842
41,2020-09-12,22.87736208763555
42,2020-09-12,106.834114211814
43,2020-09-12,52.4457803182886
44,2020-09-12,51.35209795586642
45,2020-09-12,76.439836576901115
46,2020-09-12,25.986625550050242
47,2020-09-12,63.87435822919694
48,2020-09-12,26.217130272920325
49,2020-09-12,74.6432384134451
50,2020-09-12,26.90204598211829
51,2020-09-12,72.00841398807782
52,2020-09-12,66.76514032496307
01,2020-09-13,76.10871368662998
02,2020-09-13,36.87862370497101
03,2020-09-13,30.786411722982656
04,2020-09-13,50.84838102386848
05,2020-09-13,48.67518835181579
06,2020-09-13,156.56904416914645
07,2020-09-13,32.4282982791587
08,2020-09-13,26.36227031871985
09,2020-09-13,38.05824223415006
10,2020-09-13,40.98003594626775
11,2020-09-13,40.51461611730457
12,2020-09-13,60.71274608420751
13,2020-09-13,238.14567830721433
14,2020-09-13,68.4066740617222
15,2020-09-13,30.109725441317543
16,2020-09-13,31.01843873858349
17,2020-09-13,18.390307226308956
18,2020-09-13,28.67707588291656
19,2020-09-13,37.863657546102125
21,2020-09-13,111.09317940422528
22,2020-09-13,23.985803088297946
23,2020-09-13,12.901006278489723
24,2020-09-13,39.17794869157895
25,2020-09-13,49.494947622481455
26,2020-09-13,37.45965882895344
27,2020-09-13,59.2654743651852
28,2020-09-13,54.72434068812947
29,2020-09-13,21.62033370323224
2A,2020-09-13,88.04280234698714
2B,2020-09-13,92.17702377947745
30,2020-09-13,77.35801664199406
31,2020-09-13,162.03464115037457
32,2020-09-13,91.0334666386024
33,2020-09-13,145.58232931726909
34,2020-09-13,97.35194214999001
35,2020-09-13,95.55732376651113
36,2020-09-13,19.342448846130818
37,2020-09-13,69.54309689781626
38,2020-09-13,102.2151355872311
39,2020-09-13,29.08679110642275
40,2020-09-13,66.50824435226068
41,2020-09-13,22.572330593133742
42,2020-09-13,108.01098939896984
43,2020-09-13,53.327222004310244
44,2020-09-13,51.35209795586642
45,2020-09-13,76.29340010836299
46,2020-09-13,24.83166441449245
47,2020-09-13,64.17708030611257
48,2020-09-13,27.52798678656634
49,2020-09-13,75.25607288317781
50,2020-09-13,27.921062875380347
51,2020-09-13,73.0725777415962
52,2020-09-13,65.58345642540621
01,2020-09-14,80.37080165308126
02,2020-09-14,40.49044767607642
03,2020-09-14,31.39006685480585
04,2020-09-14,53.87507037052732
05,2020-09-14,46.55887581478033
06,2020-09-14,158.97779869482562
07,2020-09-14,31.81644359464627
08,2020-09-14,30.12830893567983
09,2020-09-14,46.58853790732162
10,2020-09-14,43.23877808503841
11,2020-09-14,41.05123354932185
12,2020-09-14,65.02371030320448
13,2020-09-14,237.6049966846386
14,2020-09-14,73.90234766498952
15,2020-09-14,26.608594576048063
16,2020-09-14,37.33700959273939
17,2020-09-14,20.862953576064783
18,2020-09-14,43.18430250603905
19,2020-09-14,47.433592969842216
21,2020-09-14,103.96219829381896
22,2020-09-14,24.32126886575666
23,2020-09-14,8.600670852326482
24,2020-09-14,45.54436535396052
25,2020-09-14,55.241552028087916
26,2020-09-14,37.84386045796834
27,2020-09-14,68.08870509932794
28,2020-09-14,53.094253944227745
29,2020-09-14,24.267721503628024
2A,2020-09-14,76.34480762955529
2B,2020-09-14,78.46020476467426
30,2020-09-14,80.03014156917864
31,2020-09-14,181.1647221320047
32,2020-09-14,93.66449168596084
33,2020-09-14,140.8071309628759
34,2020-09-14,98.79734216444402
35,2020-09-14,92.50762194417567
36,2020-09-14,21.18458683147661
37,2020-09-14,79.94978360699065
38,2020-09-14,107.5116662015733
39,2020-09-14,32.18938215777451
40,2020-09-14,69.90647581551487
41,2020-09-14,24.70755105464639
42,2020-09-14,118.47210217368848
43,2020-09-14,58.175151277429364
44,2020-09-14,51.28251516730833
45,2020-09-14,68.82514021291863
46,2020-09-14,34.648834066733656
47,2020-09-14,62.058025767703185
48,2020-09-14,49.81254751854862
49,2020-09-14,73.78527015581929
50,2020-09-14,28.12486625403276
51,2020-09-14,76.44242962773778
52,2020-09-14,53.766617429837524
01,2020-09-15,89.80828215022338
02,2020-09-15,42.58150365934797
03,2020-09-15,28.3717911956899
04,2020-09-15,56.901759717186145
05,2020-09-15,52.90781342588674
06,2020-09-15,157.12491059814934
07,2020-09-15,30.286806883365202
08,2020-09-15,28.621893488895832
09,2020-09-15,49.21324426829749
10,2020-09-15,44.52948787862165
11,2020-09-15,44.270938141425525
12,2020-09-15,65.02371030320448
13,2020-09-15,239.42365305148417
14,2020-09-15,76.36093848750384
15,2020-09-15,28.709273095209753
16,2020-09-15,36.18817852834741
17,2020-09-15,24.571923100698523
18,2020-09-15,46.220698775994926
19,2020-09-15,43.27275148125957
21,2020-09-15,96.83121718341259
22,2020-09-15,26.837262196697
23,2020-09-15,14.621140448955018
24,2020-09-15,43.34060574005921
25,2020-09-15,57.46604405606462
26,2020-09-15,40.9174734900876
27,2020-09-15,71.58470218266751
28,2020-09-15,44.24521162018979
29,2020-09-15,27.576956254122756
2A,2020-09-15,72.6507040345768
2B,2020-09-15,75.71684096171361
30,2020-09-15,79.09489784466403
31,2020-09-15,193.3708558926717
32,2020-09-15,91.0334666386024
33,2020-09-15,145.76599079243806
34,2020-09-15,100.072695118374
35,2020-09-15,95.83456938672344
36,2020-09-15,27.632069780186885
37,2020-09-15,81.9320096468334
38,2020-09-15,106.404928461263
39,2020-09-15,29.86243886926069
40,2020-09-15,75.00382301039616
41,2020-09-15,26.842771516159043
42,2020-09-15,122.7873111932599
43,2020-09-15,63.90452223657014
44,2020-09-15,54.69207180665448
45,2020-09-15,71.16812370952863
46,2020-09-15,36.95875633784923
47,2020-09-15,56.60902838322193
48,2020-09-15,48.501691004902604
49,2020-09-15,73.90783704976583
50,2020-09-15,27.921062875380347
51,2020-09-15,91.34072217699526
52,2020-09-15,46.08567208271788
01,2020-09-16,102.89898090432372
02,2020-09-16,46.95371162437031
03,2020-09-16,32.59737711845223
04,2020-09-16,62.95513841050383
05,2020-09-16,46.55887581478033
06,2020-09-16,151.28831309361902
07,2020-09-16,31.81644359464627
08,2020-09-16,34.2709514143358
09,2020-09-16,59.71206971220094
10,2020-09-16,41.94806829145518
11,2020-09-16,45.880790437477366
12,2020-09-16,71.849403649949707
13,2020-09-16,238.29313693155314
14,2020-09-16,74.62546261278786
15,2020-09-16,30.80995161437144
16,2020-09-16,40.49629501981734
17,2020-09-16,26.271867466155655
18,2020-09-16,45.20856668600963
19,2020-09-16,41.60841488582651
21,2020-09-16,97.58184677398168
22,2020-09-16,27.004995085426362
23,2020-09-16,13.761073363722371
24,2020-09-16,47.2584006092171
25,2020-09-16,62.6565254546769
