vaccin,jour,n_dose1,n_dose2,n_dose3,n_cum_dose1,n_cum_dose2,n_cum_dose3,nom_vaccin,dose1_glissant,dose2_glissant,doses_1_2_glissant,doses_1_2
1,2021-03-05,74010,59229,2,2957621,1851068,11,Pfizer/BioNTech,45761,45781,91542,133239
2,2021-03-05,7907,4055,0,202785,62834,0,Moderna,5108,3208,8316,11962
3,2021-03-05,117777,41,0,603492,100,0,AstraZeneca,49142,14,49156,117818
4,2021-03-05,0,1,0,0,1,0,Janssen,0,0,0,1
0,2021-03-05,199694,63326,2,3763898,1914003,11,Tous vaccins,100012,49004,149016,263020
1,2021-03-06,82020,16083,0,3039641,1867151,11,Pfizer/BioNTech,55268,45090,100358,98103
2,2021-03-06,4704,1682,0,207489,64516,0,Moderna,5556,3299,8855,6386
3,2021-03-06,120308,47,1,723800,147,1,AstraZeneca,61378,20,61398,120355
4,2021-03-06,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-06,207032,17812,1,3970930,1931815,12,Tous vaccins,122201,48410,170611,224844
1,2021-03-07,63398,5410,0,3103039,1872561,11,Pfizer/BioNTech,63837,45236,109073,68808
2,2021-03-07,2343,29,0,209832,64545,0,Moderna,5870,3300,9170,2372
3,2021-03-07,54976,26,0,778776,173,1,AstraZeneca,68889,24,68913,55002
4,2021-03-07,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-07,120717,5465,0,4091647,1937280,12,Tous vaccins,138597,48560,187157,126182
1,2021-03-08,59532,42452,0,3162571,1915013,11,Pfizer/BioNTech,66721,44303,111024,101984
2,2021-03-08,4079,8308,0,213911,72853,0,Moderna,5731,3949,9680,12387
3,2021-03-08,42560,20,0,821336,193,1,AstraZeneca,72082,25,72107,42580
4,2021-03-08,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-08,106171,50780,0,4197818,1988060,12,Tous vaccins,144534,48278,192812,156951
1,2021-03-09,85323,48298,0,3247894,1963311,11,Pfizer/BioNTech,70996,42422,113418,133621
2,2021-03-09,7383,8425,1,221294,81278,1,Moderna,5870,4477,10347,15808
3,2021-03-09,78689,30,0,900025,223,1,AstraZeneca,77806,28,77834,78719
4,2021-03-09,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-09,171395,56753,1,4369213,2044813,13,Tous vaccins,154673,46928,201601,228148
1,2021-03-10,89999,48040,2,3337893,2011351,13,Pfizer/BioNTech,75224,40625,115849,138039
2,2021-03-10,6975,9106,0,228269,90384,1,Moderna,5949,5081,11030,16081
3,2021-03-10,80566,36,0,980591,259,1,AstraZeneca,82399,31,82430,80602
4,2021-03-10,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-10,177540,57182,2,4546753,2101995,15,Tous vaccins,163573,45738,209311,234722
1,2021-03-11,104176,53831,0,3442069,2065182,13,Pfizer/BioNTech,79780,39049,118829,158007
2,2021-03-11,9253,9199,0,237522,99583,1,Moderna,6092,5829,11921,18452
3,2021-03-11,128064,46,0,1108655,305,1,AstraZeneca,88991,35,89026,128110
4,2021-03-11,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-11,241493,63076,0,4788246,2165071,15,Tous vaccins,174863,44913,219776,304569
1,2021-03-12,103299,45274,1,3545368,2110456,14,Pfizer/BioNTech,83964,37055,121019,148573
2,2021-03-12,7853,8158,0,245375,107741,1,Moderna,6084,6415,12499,16011
3,2021-03-12,182331,67,0,1290986,372,1,AstraZeneca,98213,39,98252,182398
4,2021-03-12,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-12,293483,53499,1,5081729,2218570,16,Tous vaccins,188262,43510,231772,346982
1,2021-03-13,88493,12736,0,3633861,2123192,14,Pfizer/BioNTech,84889,36577,121466,101229
2,2021-03-13,9970,2510,0,255345,110251,1,Moderna,6837,6534,13371,12480
3,2021-03-13,131854,50,0,1422840,422,1,AstraZeneca,99863,39,99902,131904
4,2021-03-13,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-13,230317,15296,0,5312046,2233866,16,Tous vaccins,191588,43150,234738,245613
1,2021-03-14,44124,3025,0,3677985,2126217,14,Pfizer/BioNTech,82135,36237,118372,47149
2,2021-03-14,4806,401,0,260151,110652,1,Moderna,7188,6587,13775,5207
3,2021-03-14,13942,4,0,1436782,426,1,AstraZeneca,94001,36,94037,13946
4,2021-03-14,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-14,62872,3430,0,5374918,2237296,16,Tous vaccins,183324,42859,226183,66302
1,2021-03-15,94702,29103,0,3772687,2155320,14,Pfizer/BioNTech,87159,34330,121489,123805
2,2021-03-15,10781,3482,0,270932,114134,1,Moderna,8146,5897,14043,14263
3,2021-03-15,51927,34,0,1488709,460,1,AstraZeneca,95339,38,95377,51961
4,2021-03-15,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-15,157410,32619,0,5532328,2269915,16,Tous vaccins,190644,40265,230909,190029
1,2021-03-16,122905,34877,1,3895592,2190197,15,Pfizer/BioNTech,92528,32412,124940,157782
2,2021-03-16,16631,4619,0,287563,118753,1,Moderna,9467,5354,14821,21250
3,2021-03-16,1045,13,0,1489754,473,1,AstraZeneca,84247,36,84283,1058
4,2021-03-16,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-16,140581,39509,1,5672909,2309424,17,Tous vaccins,186242,37802,224044,180090
1,2021-03-17,128654,34809,2,4024246,2225006,17,Pfizer/BioNTech,98050,30522,128572,163463
2,2021-03-17,20077,3952,0,307640,122705,1,Moderna,11339,4617,15956,24029
3,2021-03-17,790,6,0,1490544,479,1,AstraZeneca,72850,31,72881,796
4,2021-03-17,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-17,149521,38767,2,5822430,2348191,19,Tous vaccins,182240,35171,217411,188288
1,2021-03-18,142107,39684,1,4166353,2264690,18,Pfizer/BioNTech,103469,28501,131970,181791
2,2021-03-18,23187,4902,0,330827,127607,1,Moderna,13329,4003,17332,28089
3,2021-03-18,1383,4,0,1491927,483,1,AstraZeneca,54753,25,54778,1387
4,2021-03-18,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-18,166677,44590,1,5989107,2392781,20,Tous vaccins,171552,32530,204082,211267
1,2021-03-19,135527,32881,0,4301880,2297571,18,Pfizer/BioNTech,108073,26731,134804,168408
2,2021-03-19,23134,4534,0,353961,132141,1,Moderna,15512,3486,18998,27668
3,2021-03-19,70187,36,0,1562114,519,1,AstraZeneca,38733,21,38754,70223
4,2021-03-19,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-19,228848,37451,0,6217955,2430232,20,Tous vaccins,162318,30237,192555,266299
1,2021-03-20,75557,10202,0,4377437,2307773,18,Pfizer/BioNTech,106225,26369,132594,85759
2,2021-03-20,25321,1538,0,379282,133679,1,Moderna,17705,3347,21052,26859
3,2021-03-20,65025,35,0,1627139,554,1,AstraZeneca,29186,19,29205,65060
4,2021-03-20,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-20,165903,11775,0,6383858,2442007,20,Tous vaccins,153116,29734,182850,177678
1,2021-03-21,26175,2475,1,4403612,2310248,19,Pfizer/BioNTech,103661,26290,129951,28650
2,2021-03-21,17589,147,0,396871,133826,1,Moderna,19531,3311,22842,17736
3,2021-03-21,5632,4,0,1632771,558,1,AstraZeneca,27998,19,28017,5636
4,2021-03-21,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-21,49396,2626,1,6433254,2444633,21,Tous vaccins,151191,29620,180811,52022
1,2021-03-22,113990,31164,2,4517602,2341412,21,Pfizer/BioNTech,106416,26585,133001,145154
2,2021-03-22,17616,3079,0,414487,136905,1,Moderna,20508,3253,23761,20695
3,2021-03-22,37234,30,0,1670005,588,1,AstraZeneca,25899,18,25917,37264
4,2021-03-22,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-22,168840,34273,2,6602094,2478906,23,Tous vaccins,152824,29856,182680,203113
1,2021-03-23,142176,38152,1,4659778,2379564,22,Pfizer/BioNTech,109169,27052,136221,180328
2,2021-03-23,22489,4182,0,436976,141087,1,Moderna,21345,3191,24536,26671
3,2021-03-23,84325,49,0,1754330,637,1,AstraZeneca,37797,23,37820,84374
4,2021-03-23,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-23,248990,42383,1,6851084,2521289,24,Tous vaccins,168311,30266,198577,291373
1,2021-03-24,141125,38754,0,4800903,2418318,22,Pfizer/BioNTech,110951,27616,138567,179879
2,2021-03-24,23766,4985,0,460742,146072,1,Moderna,21872,3338,25210,28751
3,2021-03-24,90658,88,0,1844988,725,1,AstraZeneca,50635,35,50670,90746
4,2021-03-24,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-24,255549,43827,0,7106633,2565116,24,Tous vaccins,183458,30989,214447,299376
1,2021-03-25,164191,39606,1,4965094,2457924,23,Pfizer/BioNTech,114106,27605,141711,203797
2,2021-03-25,26539,5018,0,487281,151090,1,Moderna,22351,3355,25706,31557
3,2021-03-25,149716,114,0,1994704,839,1,AstraZeneca,71825,51,71876,149830
4,2021-03-25,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-25,340446,44738,1,7447079,2609854,25,Tous vaccins,208282,31010,239292,385184
1,2021-03-26,165658,37468,1,5130752,2495392,24,Pfizer/BioNTech,118410,28260,146670,203126
2,2021-03-26,26800,4262,0,514081,155352,1,Moderna,22874,3316,26190,31062
3,2021-03-26,165064,152,0,2159768,991,1,AstraZeneca,85379,67,85446,165216
4,2021-03-26,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-26,357522,41882,1,7804601,2651736,26,Tous vaccins,226664,31643,258307,399404
1,2021-03-27,110451,15247,0,5241203,2510639,24,Pfizer/BioNTech,123395,28981,152376,125698
2,2021-03-27,15813,1308,0,529894,156660,1,Moderna,21516,3283,24799,17121
3,2021-03-27,68233,88,0,2228001,1079,1,AstraZeneca,85837,75,85912,68321
4,2021-03-27,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-27,194497,16643,0,7999098,2668379,26,Tous vaccins,230749,32339,263088,211140
1,2021-03-28,42028,3620,2,5283231,2514259,26,Pfizer/BioNTech,125660,29144,154804,45648
2,2021-03-28,10505,92,0,540399,156752,1,Moderna,20504,3275,23779,10597
3,2021-03-28,6361,19,0,2234362,1098,1,AstraZeneca,85942,77,86019,6380
4,2021-03-28,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-28,58894,3731,2,8057992,2672110,28,Tous vaccins,232105,32497,264602,62625
1,2021-03-29,129255,49941,1,5412486,2564200,27,Pfizer/BioNTech,127841,31827,159668,179196
2,2021-03-29,18842,4277,0,559241,161029,1,Moderna,20679,3446,24125,23119
3,2021-03-29,53914,59,0,2288276,1157,1,AstraZeneca,88324,81,88405,53973
4,2021-03-29,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-29,202011,54277,1,8260003,2726387,29,Tous vaccins,236844,35354,272198,256288
1,2021-03-30,166850,63560,3,5579336,2627760,30,Pfizer/BioNTech,131365,35457,166822,230410
2,2021-03-30,24366,6016,0,583607,167045,1,Moderna,20947,3708,24655,30382
3,2021-03-30,92885,87,0,2381161,1244,1,AstraZeneca,89547,87,89634,92972
4,2021-03-30,0,0,0,0,1,0,Janssen,0,0,0,0
0,2021-03-30,284101,69663,3,8544104,2796050,32,Tous vaccins,241860,39252,281112,353764
1,2021-03-31,170061,66887,3,5749397,2694647,33,Pfizer/BioNTech,135499,39476,174975,236948
2,2021-03-31,28381,5953,0,611988,172998,1,Moderna,21607,3847,25454,34334
3,2021-03-31,63255,81,0,2444416,1325,1,AstraZeneca,85633,86,85719,63336
4,2021-03-31,0,1,0,0,2,0,Janssen,0,0,0,1
0,2021-03-31,261697,72922,3,8805801,2868972,35,Tous vaccins,242738,43408,286146,334619
1,2021-04-01,193034,79218,5,5942431,2773865,38,Pfizer/BioNTech,139620,45134,184754,272252
2,2021-04-01,34293,8479,0,646281,181477,1,Moderna,22714,4341,27055,42772
3,2021-04-01,85813,98,0,2530229,1423,1,AstraZeneca,76504,83,76587,85911
4,2021-04-01,0,0,0,0,2,0,Janssen,0,0,0,0
0,2021-04-01,313140,87795,5,9118941,2956767,40,Tous vaccins,238837,49559,288396,400935
1,2021-04-02,163508,84299,4,6105939,2858164,42,Pfizer/BioNTech,139312,51825,191137,247807
2,2021-04-02,29780,7684,0,676061,189161,1,Moderna,23140,4830,27970,37464
3,2021-04-02,86674,143,0,2616903,1566,1,AstraZeneca,65305,82,65387,86817
4,2021-04-02,0,1,0,0,3,0,Janssen,0,0,0,1
0,2021-04-02,279962,92127,4,9398903,3048894,44,Tous vaccins,227757,56737,284494,372089
1,2021-04-03,87633,58157,2,6193572,2916321,44,Pfizer/BioNTech,136053,57955,194008,145790
2,2021-04-03,16849,3580,0,692910,192741,1,Moderna,23288,5154,28442,20429
3,2021-04-03,35704,108,0,2652607,1674,1,AstraZeneca,60658,85,60743,35812
4,2021-04-03,0,0,0,0,3,0,Janssen,0,0,0,0
0,2021-04-03,140186,61845,2,9539089,3110739,46,Tous vaccins,219999,63194,283193,202031
1,2021-04-04,32676,17726,0,6226248,2934047,44,Pfizer/BioNTech,134717,59970,194687,50402
2,2021-04-04,9235,918,1,702145,193659,2,Moderna,23107,5272,28379,10153
3,2021-04-04,3475,15,0,2656082,1689,1,AstraZeneca,60246,84,60330,3490
4,2021-04-04,0,0,0,0,3,0,Janssen,0,0,0,0
0,2021-04-04,45386,18659,1,9584475,3129398,47,Tous vaccins,218069,65327,283396,64045
1,2021-04-05,43040,10172,3,6269288,2944219,47,Pfizer/BioNTech,122400,54288,176688,53212
2,2021-04-05,12279,807,0,714424,194466,2,Moderna,22169,4777,26946,13086
3,2021-04-05,4363,21,0,2660445,1710,1,AstraZeneca,53167,79,53246,4384
4,2021-04-05,0,0,0,0,3,0,Janssen,0,0,0,0
0,2021-04-05,59682,11000,3,9644157,3140398,50,Tous vaccins,197736,59144,256880,70682
1,2021-04-06,159129,100851,6,6428417,3045070,53,Pfizer/BioNTech,121297,59616,180913,259980
2,2021-04-06,26947,6925,0,741371,201391,2,Moderna,22538,4907,27445,33872
3,2021-04-06,29482,72,0,2689927,1782,1,AstraZeneca,44109,77,44186,29554
4,2021-04-06,0,6,0,0,9,0,Janssen,0,1,1,6
0,2021-04-06,215558,107854,6,9859715,3248252,56,Tous vaccins,187944,64600,252544,323412
1,2021-04-07,195532,108227,5,6623949,3153297,58,Pfizer/BioNTech,124936,65521,190457,303759
2,2021-04-07,30749,7155,0,772120,208546,2,Moderna,22876,5078,27954,37904
3,2021-04-07,32067,59,0,2721994,1841,1,AstraZeneca,39654,74,39728,32126
4,2021-04-07,0,0,0,0,9,0,Janssen,0,1,1,0
0,2021-04-07,258348,115441,5,10118063,3363693,61,Tous vaccins,187466,70674,258140,373789
1,2021-04-08,220447,112358,6,6844396,3265655,64,Pfizer/BioNTech,128852,70256,199108,332805
2,2021-04-08,36693,8818,0,808813,217364,2,Moderna,23219,5127,28346,45511
3,2021-04-08,78552,232,0,2800546,2073,1,AstraZeneca,38617,93,38710,78784
4,2021-04-08,0,2,0,0,11,0,Janssen,0,1,1,2
0,2021-04-08,335692,121410,6,10453755,3485103,67,Tous vaccins,190688,75477,266165,457102
1,2021-04-09,213111,107481,6,7057507,3373136,70,Pfizer/BioNTech,135938,73567,209505,320592
2,2021-04-09,33644,8590,27,842457,225954,29,Moderna,23771,5256,29027,42234
3,2021-04-09,161437,405,0,2961983,2478,1,AstraZeneca,49297,130,49427,161842
4,2021-04-09,0,6,0,0,17,0,Janssen,0,2,2,6
0,2021-04-09,408192,116482,33,10861947,3601585,100,Tous vaccins,209006,78956,287962,524674
1,2021-04-10,116462,73440,8,7173969,3446576,78,Pfizer/BioNTech,140057,75751,215808,189902
2,2021-04-10,19565,8969,0,862022,234923,29,Moderna,24159,6026,30185,28534
3,2021-04-10,75522,327,0,3037505,2805,1,AstraZeneca,54985,162,55147,75849
4,2021-04-10,0,0,0,0,17,0,Janssen,0,2,2,0
0,2021-04-10,211549,82736,8,11073496,3684321,108,Tous vaccins,219201,81940,301141,294285
1,2021-04-11,40419,30275,3,7214388,3476851,81,Pfizer/BioNTech,141163,77543,218706,70694
2,2021-04-11,7864,4270,0,869886,239193,29,Moderna,23963,6505,30468,12134
3,2021-04-11,7210,42,0,3044715,2847,1,AstraZeneca,55519,165,55684,7252
4,2021-04-11,0,0,0,0,17,0,Janssen,0,2,2,0
0,2021-04-11,55493,34587,3,11128989,3718908,111,Tous vaccins,220645,84216,304861,90080
1,2021-04-12,167348,103768,25,7381736,3580619,106,Pfizer/BioNTech,158921,90914,249835,271116
2,2021-04-12,16965,11248,0,886851,250441,29,Moderna,24632,7996,32628,28213
3,2021-04-12,51220,195,0,3095935,3042,1,AstraZeneca,62213,190,62403,51415
4,2021-04-12,0,5,0,0,22,0,Janssen,0,3,3,5
0,2021-04-12,235533,115216,25,11364522,3834124,136,Tous vaccins,245766,99104,344870,350749
1,2021-04-13,202466,128215,50,7584202,3708834,156,Pfizer/BioNTech,165112,94823,259935,330681
2,2021-04-13,19291,16419,1,906142,266860,30,Moderna,23539,9353,32892,35710
3,2021-04-13,85947,309,0,3181882,3351,1,AstraZeneca,70279,224,70503,86256
4,2021-04-13,0,3,0,0,25,0,Janssen,0,2,2,3
0,2021-04-13,307704,144946,51,11672226,3979070,187,Tous vaccins,258930,104403,363333,452650
1,2021-04-14,206802,122781,106,7791004,3831615,262,Pfizer/BioNTech,166722,96903,263625,329583
2,2021-04-14,17847,16277,2,923989,283137,32,Moderna,21696,10656,32352,34124
3,2021-04-14,67513,337,0,3249395,3688,1,AstraZeneca,75343,264,75607,67850
4,2021-04-14,0,0,0,0,25,0,Janssen,0,2,2,0
0,2021-04-14,292162,139395,108,11964388,4118465,295,Tous vaccins,263761,107825,371586,431557
1,2021-04-15,219629,126734,136,8010633,3958349,398,Pfizer/BioNTech,166605,98956,265561,346363
2,2021-04-15,22012,20752,24,946001,303889,56,Moderna,19598,12361,31959,42764
3,2021-04-15,92817,363,0,3342212,4051,1,AstraZeneca,77381,283,77664,93180
4,2021-04-15,0,0,0,0,25,0,Janssen,0,2,2,0
0,2021-04-15,334458,147849,160,12298846,4266314,455,Tous vaccins,263584,111602,375186,482307
1,2021-04-16,204920,125125,163,8215553,4083474,561,Pfizer/BioNTech,165435,101477,266912,330045
2,2021-04-16,20548,20070,39,966549,323959,95,Moderna,17727,14001,31728,40618
3,2021-04-16,112214,566,0,3454426,4617,1,AstraZeneca,70349,306,70655,112780
